uncomp,,,,,,comp,,,,,,sczcopy,,,,,
Packet size,cum_mcycles,cum_minstret,mcycles,minstret,cycle/byte,Packet size,cum_mcycles,cum_minstret,mcycles,minstret,cycle/byte,Packet size,cum_mcycles,cum_minstret,mcycles,minstret,cycle/byte
24256,296641634,296640268,1556836,1556836,64.18354222,24256,450107838,450107838,2360928,2360928,97.33377309,24256,303985146,303983772,1576212,1576212,64.98235488
24320,298202566,298201200,1560932,1560932,64.18305921,24320,452474974,452474974,2367136,2367136,97.33289474,24320,305565454,305564080,1580308,1580308,64.97976974
24384,299767594,299766228,1565028,1565028,64.18257874,24384,454848318,454848318,2373344,2373344,97.332021,24384,307149858,307148484,1584404,1584404,64.97719816
24448,301336718,301335352,1569124,1569124,64.18210079,24448,457227870,457227870,2379552,2379552,97.33115183,24448,308738358,308736984,1588500,1588500,64.97464005
24512,302909938,302908572,1573220,1573220,64.18162533,24512,459613630,459613630,2385760,2385760,97.33028721,24512,310330954,310329580,1592596,1592596,64.9720953
24576,304487254,304485888,1577316,1577316,64.18115234,24576,462005598,462005598,2391968,2391968,97.32942708,24576,311927646,311926272,1596692,1596692,64.9695638
24640,306068666,306067300,1581412,1581412,64.18068182,24640,464403774,464403774,2398176,2398176,97.32857143,24640,313528434,313527060,1600788,1600788,64.96704545
24704,307654174,307652808,1585508,1585508,64.18021373,24704,466808158,466808158,2404384,2404384,97.32772021,24704,315133318,315131944,1604884,1604884,64.96454016
24768,309243778,309242412,1589604,1589604,64.17974806,24768,469218750,469218750,2410592,2410592,97.32687339,24768,316742298,316740924,1608980,1608980,64.9620478
24832,310837478,310836112,1593700,1593700,64.17928479,24832,471635550,471635550,2416800,2416800,97.32603093,24832,318355374,318354000,1613076,1613076,64.9595683
24896,312435274,312433908,1597796,1597796,64.17882391,24896,474058558,474058558,2423008,2423008,97.3251928,24896,319972546,319971172,1617172,1617172,64.95710154
24960,314037166,314035800,1601892,1601892,64.17836538,24960,476487774,476487774,2429216,2429216,97.32435897,24960,321593814,321592440,1621268,1621268,64.95464744
25024,315643154,315641788,1605988,1605988,64.17790921,25024,478923198,478923198,2435424,2435424,97.32352941,25024,323219178,323217804,1625364,1625364,64.95220588
25088,317253238,317251872,1610084,1610084,64.17745536,25088,481364830,481364830,2441632,2441632,97.32270408,25088,324848638,324847264,1629460,1629460,64.94977679
25152,318867418,318866052,1614180,1614180,64.17700382,25152,483812670,483812670,2447840,2447840,97.32188295,25152,326482194,326480820,1633556,1633556,64.94736005
25216,320485694,320484328,1618276,1618276,64.17655457,25216,486266718,486266718,2454048,2454048,97.32106599,25216,328119846,328118472,1637652,1637652,64.94495558
25280,322108066,322106700,1622372,1622372,64.17610759,25280,488726974,488726974,2460256,2460256,97.32025316,25280,329761594,329760220,1641748,1641748,64.94256329
25344,323734534,323733168,1626468,1626468,64.17566288,25344,491193438,491193438,2466464,2466464,97.31944444,25344,331407438,331406064,1645844,1645844,64.94018308
25408,325365098,325363732,1630564,1630564,64.1752204,25408,493666110,493666110,2472672,2472672,97.3186398,25408,333057378,333056004,1649940,1649940,64.93781486
25472,326999758,326998392,1634660,1634660,64.17478015,25472,496144990,496144990,2478880,2478880,97.3178392,25472,334711414,334710040,1654036,1654036,64.93545854
25536,328638514,328637148,1638756,1638756,64.17434211,25536,498630078,498630078,2485088,2485088,97.31704261,25536,336369546,336368172,1658132,1658132,64.93311404
25600,330281366,330280000,1642852,1642852,64.17390625,25600,501121374,501121374,2491296,2491296,97.31625,25600,338031774,338030400,1662228,1662228,64.93078125
25664,331928314,331926948,1646948,1646948,64.17347257,25664,503618878,503620252,2497504,2498878,97.31546135,25664,339698098,339696724,1666324,1666324,64.9284601
25728,333579358,333577992,1651044,1651044,64.17304104,25728,506122590,506123964,2503712,2503712,97.31467662,25728,341368518,341367144,1670420,1670420,64.9261505
25792,335234498,335233132,1655140,1655140,64.17261166,25792,508632510,508633884,2509920,2509920,97.31389578,25792,343043034,343041660,1674516,1674516,64.92385236
25856,336893734,336892368,1659236,1659236,64.17218441,25856,511148638,511150012,2516128,2516128,97.31311881,25856,344721646,344720272,1678612,1678612,64.92156559
25920,338557066,338555700,1663332,1663332,64.17175926,25920,513670974,513672348,2522336,2522336,97.31234568,25920,346404354,346402980,1682708,1682708,64.91929012
25984,340224494,340223128,1667428,1667428,64.17133621,25984,516199518,516200892,2528544,2528544,97.31157635,25984,348091158,348089784,1686804,1686804,64.91702586
26048,341896018,341894652,1671524,1671524,64.17091523,26048,518734270,518735644,2534752,2534752,97.31081081,26048,349782058,349780684,1690900,1690900,64.91477273
26112,343571638,343570272,1675620,1675620,64.17049632,26112,521275230,521276604,2540960,2540960,97.31004902,26112,351477054,351475680,1694996,1694996,64.91253064
26176,345251354,345249988,1679716,1679716,64.17007946,26176,523822398,523823772,2547168,2547168,97.30929095,26176,353176146,353174772,1699092,1699092,64.91029951
26240,346935166,346933800,1683812,1683812,64.16966463,26240,526375774,526377148,2553376,2553376,97.30853659,26240,354879334,354877960,1703188,1703188,64.90807927
26304,348623074,348621708,1687908,1687908,64.16925182,26304,528935358,528936732,2559584,2559584,97.30778589,26304,356586618,356585244,1707284,1707284,64.90586983
26368,350315078,350313712,1692004,1692004,64.16884102,26368,531501150,531502524,2565792,2565792,97.30703883,26368,358297998,358296624,1711380,1711380,64.90367112
26432,352011178,352009812,1696100,1696100,64.1684322,26432,534073150,534074524,2572000,2572000,97.3062954,26432,360013474,360012100,1715476,1715476,64.90148305
26496,353711374,353710008,1700196,1700196,64.16802536,26496,536651358,536652732,2578208,2578208,97.30555556,26496,361733046,361731672,1719572,1719572,64.89930556
26560,355415666,355414300,1704292,1704292,64.16762048,26560,539235774,539237148,2584416,2584416,97.30481928,26560,363456714,363455340,1723668,1723668,64.89713855
26624,357124054,357122688,1708388,1708388,64.16721755,26624,541826398,541827772,2590624,2590624,97.30408654,26624,365184478,365183104,1727764,1727764,64.89498197
26688,358836538,358835172,1712484,1712484,64.16681655,26688,544423230,544424604,2596832,2596832,97.30335731,26688,366916338,366914964,1731860,1731860,64.89283573
26752,360553118,360551752,1716580,1716580,64.16641746,26752,547026270,547027644,2603040,2603040,97.30263158,26752,368652294,368650920,1735956,1735956,64.89069976
26816,362273794,362272428,1720676,1720676,64.16602029,26816,549635518,549636892,2609248,2609248,97.30190931,26816,370392346,370390972,1740052,1740052,64.88857399
26880,363998566,363997200,1724772,1724772,64.165625,26880,552250974,552252348,2615456,2615456,97.30119048,26880,372136494,372135120,1744148,1744148,64.88645833
26944,365727434,365726068,1728868,1728868,64.16523159,26944,554872638,554874012,2621664,2621664,97.30047506,26944,373884738,373883364,1748244,1748244,64.88435273
27008,367460398,367459032,1732964,1732964,64.16484005,27008,557500510,557501884,2627872,2627872,97.29976303,27008,375637078,375635704,1752340,1752340,64.88225711
27072,369197458,369196092,1737060,1737060,64.16445035,27072,560134590,560135964,2634080,2634080,97.29905437,27072,377393514,377392140,1756436,1756436,64.88017139
27136,370938614,370937248,1741156,1741156,64.1640625,27136,562774878,562776252,2640288,2640288,97.29834906,27136,379154046,379152672,1760532,1760532,64.87809552
27200,372683866,372682500,1745252,1745252,64.16367647,27200,565421374,565422748,2646496,2646496,97.29764706,27200,380918674,380917300,1764628,1764628,64.87602941
27264,374433214,374431848,1749348,1749348,64.16329225,27264,568074078,568075452,2652704,2652704,97.29694836,27264,382687398,382686024,1768724,1768724,64.873973
27328,376186658,376185292,1753444,1753444,64.16290984,27328,570732990,570734364,2658912,2658912,97.29625293,27328,384460218,384458844,1772820,1772820,64.87192623
27392,377944198,377942832,1757540,1757540,64.16252921,27392,573398110,573399484,2665120,2665120,97.29556075,27392,386237134,386235760,1776916,1776916,64.86988902
27456,379705834,379704468,1761636,1761636,64.16215035,27456,576069438,576070812,2671328,2671328,97.29487179,27456,388018146,388016772,1781012,1781012,64.86786131
27520,381471566,381470200,1765732,1765732,64.16177326,27520,578746974,578748348,2677536,2677536,97.29418605,27520,389803254,389801880,1785108,1785108,64.86584302
27584,383241394,383240028,1769828,1769828,64.16139791,27584,581430718,581432092,2683744,2683744,97.29350348,27584,391592458,391591084,1789204,1789204,64.86383411
27648,385015318,385013952,1773924,1773924,64.16102431,27648,584120670,584122044,2689952,2689952,97.29282407,27648,393385758,393384384,1793300,1793300,64.86183449
27712,386793338,386791972,1778020,1778020,64.16065242,27712,586816830,586818204,2696160,2696160,97.29214781,27712,395183154,395181780,1797396,1797396,64.85984411
27776,388575454,388574088,1782116,1782116,64.16028226,27776,589519198,589520572,2702368,2702368,97.29147465,27776,396984646,396983272,1801492,1801492,64.8578629
27840,390361666,390360300,1786212,1786212,64.15991379,27840,592227774,592229148,2708576,2708576,97.2908046,27840,398790234,398788860,1805588,1805588,64.8558908
27904,392151974,392150608,1790308,1790308,64.15954702,27904,594942558,594943932,2714784,2714784,97.29013761,27904,400599918,400598544,1809684,1809684,64.85392775
27968,393946378,393945012,1794404,1794404,64.15918192,27968,597663550,597664924,2720992,2720992,97.28947368,27968,402413698,402412324,1813780,1813780,64.85197368
28032,395744878,395743512,1798500,1798500,64.15881849,28032,600390750,600392124,2727200,2727200,97.28881279,28032,404231574,404230200,1817876,1817876,64.85002854
28096,397547474,397546108,1802596,1802596,64.15845672,28096,603124158,603125532,2733408,2733408,97.2881549,28096,406053546,406052172,1821972,1821972,64.84809226
28160,399354166,399352800,1806692,1806692,64.15809659,28160,605863774,605865148,2739616,2739616,97.2875,28160,407879614,407878240,1826068,1826068,64.84616477
28224,401164954,401163588,1810788,1810788,64.1577381,28224,608609598,608610972,2745824,2745824,97.28684807,28224,409709778,409708404,1830164,1830164,64.84424603
28288,402979838,402978472,1814884,1814884,64.15738122,28288,611361630,611363004,2752032,2752032,97.2861991,28288,411544038,411542664,1834260,1834260,64.84233597
28352,404798818,404797452,1818980,1818980,64.15702596,28352,614119870,614121244,2758240,2758240,97.28555305,28352,413382394,413381020,1838356,1838356,64.84043454
28416,406621894,406620528,1823076,1823076,64.1566723,28416,616884318,616885692,2764448,2764448,97.28490991,28416,415224846,415223472,1842452,1842452,64.83854167
28480,408449066,408447700,1827172,1827172,64.15632022,28480,619654974,619656348,2770656,2770656,97.28426966,28480,417071394,417070020,1846548,1846548,64.8366573
28544,410280334,410278968,1831268,1831268,64.15596973,28544,622431838,622433212,2776864,2776864,97.28363229,28544,418922038,418920664,1850644,1850644,64.83478139
28608,412115698,412115698,1835364,1836730,64.15562081,28608,625214910,625216284,2783072,2783072,97.28299776,28608,420776778,420775404,1854740,1854740,64.83291387
28672,413955158,413955158,1839460,1839460,64.15527344,28672,628004190,628005564,2789280,2789280,97.28236607,28672,422635614,422634240,1858836,1858836,64.83105469
28736,415798714,415798714,1843556,1843556,64.15492762,28736,630799678,630801052,2795488,2795488,97.28173719,28736,424498546,424497172,1862932,1862932,64.82920379
28800,417646366,417646366,1847652,1847652,64.15458333,28800,633601374,633602748,2801696,2801696,97.28111111,28800,426365574,426364200,1867028,1867028,64.82736111
28864,419498114,419498114,1851748,1851748,64.15424058,28864,636409278,636410652,2807904,2807904,97.2804878,28864,428236698,428235324,1871124,1871124,64.82552661
28928,421353958,421353958,1855844,1855844,64.15389934,28928,639223390,639224764,2814112,2814112,97.27986726,28928,430111918,430110544,1875220,1875220,64.82370022
28992,423213898,423213898,1859940,1859940,64.1535596,28992,642043710,642045084,2820320,2820320,97.27924945,28992,431991234,431989860,1879316,1879316,64.8218819
29056,425077934,425077934,1864036,1864036,64.15322137,29056,644870238,644871612,2826528,2826528,97.27863436,29056,433874646,433873272,1883412,1883412,64.82007159
29120,426946066,426946066,1868132,1868132,64.15288462,29120,647702974,647704348,2832736,2832736,97.27802198,29120,435762154,435760780,1887508,1887508,64.81826923
29184,428818294,428818294,1872228,1872228,64.15254934,29184,650541918,650543292,2838944,2838944,97.27741228,29184,437653758,437652384,1891604,1891604,64.81647478
29248,430694618,430694618,1876324,1876324,64.15221554,29248,653387070,653388444,2845152,2845152,97.27680525,29248,439549458,439549458,1895700,1897074,64.81468818
29312,432575038,432575038,1880420,1880420,64.15188319,29312,656238430,656239804,2851360,2851360,97.27620087,29312,441449254,441449254,1899796,1899796,64.81290939
29376,434459554,434459554,1884516,1884516,64.15155229,29376,659095998,659097372,2857568,2857568,97.27559913,29376,443353146,443353146,1903892,1903892,64.81113834
29440,436348166,436348166,1888612,1888612,64.15122283,29440,661959774,661961148,2863776,2863776,97.275,29440,445261134,445261134,1907988,1907988,64.809375
29504,438240874,438240874,1892708,1892708,64.15089479,29504,664829758,664832506,2869984,2871358,97.27440347,29504,447173218,447173218,1912084,1912084,64.80761931
29568,440137678,440137678,1896804,1896804,64.15056818,29568,667705950,667708698,2876192,2876192,97.27380952,29568,449089398,449089398,1916180,1916180,64.80587121
29632,442038578,442038578,1900900,1900900,64.15024298,29632,670588350,670591098,2882400,2882400,97.27321814,29632,451009674,451009674,1920276,1920276,64.80413067
29696,443943574,443943574,1904996,1904996,64.14991918,29696,673476958,673479706,2888608,2888608,97.27262931,29696,452934046,452934046,1924372,1924372,64.80239763
29760,445852666,445852666,1909092,1909092,64.14959677,29760,676371774,676374522,2894816,2894816,97.27204301,29760,454862514,454862514,1928468,1928468,64.80067204
29824,447765854,447765854,1913188,1913188,64.14927575,29824,679272798,679275546,2901024,2901024,97.27145923,29824,456795078,456795078,1932564,1932564,64.79895386
29888,449683138,449683138,1917284,1917284,64.1489561,29888,682180030,682182778,2907232,2907232,97.27087794,29888,458731738,458731738,1936660,1936660,64.79724304
29952,451604518,451604518,1921380,1921380,64.14863782,29952,685093470,685096218,2913440,2913440,97.27029915,29952,460672494,460672494,1940756,1940756,64.79553953
30016,453529994,453529994,1925476,1925476,64.1483209,30016,688013118,688015866,2919648,2919648,97.26972281,30016,462617346,462617346,1944852,1944852,64.79384328
30080,455459566,455459566,1929572,1929572,64.14800532,30080,690938974,690941722,2925856,2925856,97.26914894,30080,464566294,464566294,1948948,1948948,64.79215426
30144,457393234,457393234,1933668,1933668,64.14769108,30144,693871038,693873786,2932064,2932064,97.26857749,30144,466519338,466519338,1953044,1953044,64.7904724
30208,459330998,459330998,1937764,1937764,64.14737818,30208,696809310,696812058,2938272,2938272,97.26800847,30208,468476478,468476478,1957140,1957140,64.78879767
30272,461272858,461272858,1941860,1941860,64.1470666,30272,699753790,699756538,2944480,2944480,97.26744186,30272,470437714,470437714,1961236,1961236,64.78713002
30336,463218814,463218814,1945956,1945956,64.14675633,30336,702704478,702707226,2950688,2950688,97.26687764,30336,472403046,472403046,1965332,1965332,64.78546941
30400,465168866,465168866,1950052,1950052,64.14644737,30400,705661374,705664122,2956896,2956896,97.26631579,30400,474372474,474372474,1969428,1969428,64.78381579
30464,467123014,467123014,1954148,1954148,64.14613971,30464,708624478,708627226,2963104,2963104,97.2657563,30464,476345998,476345998,1973524,1973524,64.78216912
30528,469081258,469081258,1958244,1958244,64.14583333,30528,711593790,711596538,2969312,2969312,97.26519916,30528,478323618,478323618,1977620,1977620,64.78052935
30592,471043598,471043598,1962340,1962340,64.14552824,30592,714569310,714572058,2975520,2975520,97.26464435,30592,480305334,480305334,1981716,1981716,64.77889644
30656,473010034,473010034,1966436,1966436,64.14522443,30656,717551038,717553786,2981728,2981728,97.26409186,30656,482291146,482291146,1985812,1985812,64.77727035
30720,474980566,474980566,1970532,1970532,64.14492188,30720,720538974,720541722,2987936,2987936,97.26354167,30720,484281054,484281054,1989908,1989908,64.77565104
30784,476955194,476955194,1974628,1974628,64.14462058,30784,723533118,723535866,2994144,2994144,97.26299376,30784,486275058,486275058,1994004,1994004,64.77403846
30848,478933918,478933918,1978724,1978724,64.14432054,30848,726533470,726536218,3000352,3000352,97.26244813,30848,488273158,488273158,1998100,1998100,64.77243257
30912,480916738,480916738,1982820,1982820,64.14402174,30912,729540030,729542778,3006560,3006560,97.26190476,30912,490275354,490275354,2002196,2002196,64.77083333
30976,482903654,482903654,1986916,1986916,64.14372417,30976,732552798,732555546,3012768,3012768,97.26136364,30976,492281646,492281646,2006292,2006292,64.7692407
31040,484894666,484894666,1991012,1991012,64.14342784,31040,735571774,735574522,3018976,3018976,97.26082474,31040,494292034,494292034,2010388,2010388,64.76765464
31104,486889774,486889774,1995108,1995108,64.14313272,31104,738596958,738599706,3025184,3025184,97.26028807,31104,496306518,496306518,2014484,2014484,64.7660751
31168,488888978,488888978,1999204,1999204,64.14283881,31168,741628350,741631098,3031392,3031392,97.25975359,31168,498325098,498325098,2018580,2018580,64.76450205
31232,490892278,490892278,2003300,2003300,64.14254611,31232,744665950,744668698,3037600,3037600,97.25922131,31232,500347774,500347774,2022676,2022676,64.76293545
31296,492899674,492899674,2007396,2007396,64.1422546,31296,747709758,747712506,3043808,3043808,97.25869121,31296,502374546,502374546,2026772,2026772,64.76137526
31360,494911166,494911166,2011492,2011492,64.14196429,31360,750759774,750762522,3050016,3050016,97.25816327,31360,504405414,504405414,2030868,2030868,64.75982143
31424,496926754,496926754,2015588,2015588,64.14167515,31424,753815998,753818746,3056224,3056224,97.25763747,31424,506440378,506440378,2034964,2034964,64.75827393
31488,498946438,498946438,2019684,2019684,64.1413872,31488,756878430,756881178,3062432,3062432,97.25711382,31488,508479438,508479438,2039060,2039060,64.75673272
31552,500970218,500970218,2023780,2023780,64.14110041,31552,759947070,759949818,3068640,3068640,97.25659229,31552,510522594,510522594,2043156,2043156,64.75519777
31616,502998094,502998094,2027876,2027876,64.14081478,31616,763021918,763024666,3074848,3074848,97.25607287,31616,512569846,512569846,2047252,2047252,64.75366903
31680,505030066,505030066,2031972,2031972,64.1405303,31680,766102974,766105722,3081056,3081056,97.25555556,31680,514621194,514621194,2051348,2051348,64.75214646
31744,507066134,507066134,2036068,2036068,64.14024698,31744,769190238,769192986,3087264,3087264,97.25504032,31744,516676638,516676638,2055444,2055444,64.75063004
31808,509106298,509106298,2040164,2040164,64.13996479,31808,772283710,772286458,3093472,3093472,97.25452716,31808,518736178,518736178,2059540,2059540,64.74911972
31872,511150558,511150558,2044260,2044260,64.13968373,31872,775383390,775386138,3099680,3099680,97.25401606,31872,520799814,520799814,2063636,2063636,64.74761546
31936,513198914,513198914,2048356,2048356,64.13940381,31936,778489278,778492026,3105888,3105888,97.25350701,31936,522867546,522867546,2067732,2067732,64.74611723
32000,515251366,515251366,2052452,2052452,64.139125,32000,781601374,781604122,3112096,3112096,97.253,32000,524939374,524939374,2071828,2071828,64.744625
32064,517307914,517307914,2056548,2056548,64.13884731,32064,784719678,784722426,3118304,3118304,97.25249501,32064,527015298,527015298,2075924,2075924,64.74313872
32128,519368558,519368558,2060644,2060644,64.13857072,32128,787844190,787846938,3124512,3124512,97.25199203,32128,529095318,529095318,2080020,2080020,64.74165837
32192,521433298,521433298,2064740,2064740,64.13829523,32192,790974910,790977658,3130720,3130720,97.25149105,32192,531179434,531179434,2084116,2084116,64.7401839
32256,523502134,523502134,2068836,2068836,64.13802083,32256,794111838,794114586,3136928,3136928,97.25099206,32256,533267646,533267646,2088212,2088212,64.73871528
32320,525575066,525575066,2072932,2072932,64.13774752,32320,797254974,797257722,3143136,3143136,97.25049505,32320,535359954,535359954,2092308,2092308,64.73725248
32384,527652094,527652094,2077028,2077028,64.1374753,32384,800404318,800407066,3149344,3149344,97.25,32384,537456358,537456358,2096404,2096404,64.73579545
32448,529733218,529733218,2081124,2081124,64.13720414,32448,803559870,803562618,3155552,3155552,97.2495069,32448,539556858,539556858,2100500,2100500,64.73434418
32512,531818438,531818438,2085220,2085220,64.13693406,32512,806721630,806724378,3161760,3161760,97.24901575,32512,541661454,541661454,2104596,2104596,64.73289862
32576,533907754,533907754,2089316,2089316,64.13666503,32576,809889598,809892346,3167968,3167968,97.24852652,32576,543770146,543770146,2108692,2108692,64.73145874
32640,536001166,536001166,2093412,2093412,64.13639706,32640,813063774,813066522,3174176,3174176,97.24803922,32640,545882934,545882934,2112788,2112788,64.73002451
32704,538098674,538098674,2097508,2097508,64.13613014,32704,816244158,816246906,3180384,3180384,97.24755382,32704,547999818,547999818,2116884,2116884,64.72859589
32768,540200278,540200278,2101604,2101604,64.13586426,32768,819430750,819433498,3186592,3186592,97.24707031,32768,550120798,550120798,2120980,2120980,64.72717285
32832,542305978,542305978,2105700,2105700,64.13559942,32832,822623550,822626298,3192800,3192800,97.24658869,32832,552245874,552245874,2125076,2125076,64.72575536
32896,544415774,544415774,2109796,2109796,64.1353356,32896,825822558,825826961,3199008,3200663,97.24610895,32896,554375046,554375046,2129172,2129172,64.72434339
32960,546529666,546529666,2113892,2113892,64.13507282,32960,829027774,829032177,3205216,3205216,97.24563107,32960,556508314,556508314,2133268,2133268,64.72293689
33024,548647654,548647654,2117988,2117988,64.13481105,33024,832239198,832243601,3211424,3211424,97.24515504,33024,558645678,558645678,2137364,2137364,64.72153585
33088,550769738,550769738,2122084,2122084,64.13455029,33088,835456830,835461233,3217632,3217632,97.24468085,33088,560787138,560787138,2141460,2141460,64.72014023
33152,552895918,552895918,2126180,2126180,64.13429054,33152,838680670,838685073,3223840,3223840,97.24420849,33152,562932694,562932694,2145556,2145556,64.71875
33216,555026194,555026194,2130276,2130276,64.13403179,33216,841910718,841915121,3230048,3230048,97.24373796,33216,565082346,565082346,2149652,2149652,64.71736513
33280,557160566,557160566,2134372,2134372,64.13377404,33280,845146974,845151377,3236256,3236256,97.24326923,33280,567236094,567236094,2153748,2153748,64.71598558
33344,559299034,559299034,2138468,2138468,64.13351727,33344,848389438,848393841,3242464,3242464,97.2428023,33344,569393938,569393938,2157844,2157844,64.71461132
33408,561441598,561441598,2142564,2142564,64.13326149,33408,851638110,851642513,3248672,3248672,97.24233716,33408,571555878,571555878,2161940,2161940,64.71324234
33472,563588258,563588258,2146660,2146660,64.13300669,33472,854892990,854897393,3254880,3254880,97.2418738,33472,573721914,573721914,2166036,2166036,64.71187859
33536,565739014,565739014,2150756,2150756,64.13275286,33536,858154078,858158481,3261088,3261088,97.24141221,33536,575892046,575892046,2170132,2170132,64.71052004
33600,567893866,567893866,2154852,2154852,64.1325,33600,861421374,861425777,3267296,3267296,97.24095238,33600,578066274,578066274,2174228,2174228,64.70916667
33664,570052814,570052814,2158948,2158948,64.1322481,33664,864694878,864699281,3273504,3273504,97.2404943,33664,580244598,580244598,2178324,2178324,64.70781844
33728,572215858,572215858,2163044,2163044,64.13199715,33728,867974590,867978993,3279712,3279712,97.24003795,33728,582427018,582427018,2182420,2182420,64.70647533
33792,574382998,574382998,2167140,2167140,64.13174716,33792,871260510,871264913,3285920,3285920,97.23958333,33792,584613534,584613534,2186516,2186516,64.70513731
33856,576554234,576554234,2171236,2171236,64.13149811,33856,874552638,874557041,3292128,3292128,97.23913043,33856,586804146,586804146,2190612,2190612,64.70380435
33920,578729566,578729566,2175332,2175332,64.13125,33920,877850974,877855377,3298336,3298336,97.23867925,33920,588998854,588998854,2194708,2194708,64.70247642
33984,580908994,580908994,2179428,2179428,64.13100282,33984,881155518,881159921,3304544,3304544,97.23822976,33984,591197658,591197658,2198804,2198804,64.70115348
34048,583092518,583092518,2183524,2183524,64.13075658,34048,884466270,884470673,3310752,3310752,97.23778195,34048,593400558,593400558,2202900,2202900,64.69983553
34112,585280138,585280138,2187620,2187620,64.13051126,34112,887783230,887787633,3316960,3316960,97.23733583,34112,595607554,595607554,2206996,2206996,64.69852251
34176,587471854,587471854,2191716,2191716,64.13026685,34176,891106398,891110801,3323168,3323168,97.23689139,34176,597818646,597818646,2211092,2211092,64.69721442
34240,589667666,589667666,2195812,2195812,64.13002336,34240,894435774,894440177,3329376,3329376,97.2364486,34240,600033834,600033834,2215188,2215188,64.69591121
34304,591867574,591867574,2199908,2199908,64.12978078,34304,897771358,897775761,3335584,3335584,97.23600746,34304,602253118,602253118,2219284,2219284,64.69461287
34368,594071578,594071578,2204004,2204004,64.12953911,34368,901113150,901117553,3341792,3341792,97.23556797,34368,604476498,604476498,2223380,2223380,64.69331937
34432,596279678,596279678,2208100,2208100,64.12929833,34432,904461150,904465553,3348000,3348000,97.23513011,34432,606703974,606703974,2227476,2227476,64.69203067
34496,598491874,598491874,2212196,2212196,64.12905844,34496,907815358,907819761,3354208,3354208,97.23469388,34496,608935546,608935546,2231572,2231572,64.69074675
34560,600708166,600708166,2216292,2216292,64.12881944,34560,911175774,911180177,3360416,3360416,97.23425926,34560,611171214,611171214,2235668,2235668,64.68946759
34624,602928554,602928554,2220388,2220388,64.12858133,34624,914542398,914546801,3366624,3366624,97.23382625,34624,613410978,613410978,2239764,2239764,64.68819316
34688,605153038,605153038,2224484,2224484,64.1283441,34688,917915230,917919633,3372832,3372832,97.23339483,34688,615654838,615654838,2243860,2243860,64.68692343
34752,607381618,607381618,2228580,2228580,64.12810773,34752,921294270,921298673,3379040,3379040,97.23296501,34752,617902794,617902794,2247956,2247956,64.68565838
34816,609614294,609614294,2232676,2232676,64.12787224,34816,924679518,924683921,3385248,3385248,97.23253676,34816,620154846,620154846,2252052,2252052,64.68439798
34880,611851066,611851066,2236772,2236772,64.12763761,34880,928070974,928075377,3391456,3391456,97.23211009,34880,622410994,622410994,2256148,2256148,64.6831422
34944,614091934,614091934,2240868,2240868,64.12740385,34944,931468638,931473041,3397664,3397664,97.23168498,34944,624671238,624671238,2260244,2260244,64.68189103
35008,616336898,616336898,2244964,2244964,64.12717093,35008,934872510,934876913,3403872,3403872,97.23126143,35008,626935578,626935578,2264340,2264340,64.68064442
35072,618585958,618585958,2249060,2249060,64.12693887,35072,938282590,938286993,3410080,3410080,97.23083942,35072,629204014,629204014,2268436,2268436,64.67940237
35136,620839114,620839114,2253156,2253156,64.12670765,35136,941698878,941703281,3416288,3416288,97.23041894,35136,631476546,631476546,2272532,2272532,64.67816485
35200,623096366,623096366,2257252,2257252,64.12647727,35200,945121374,945125777,3422496,3422496,97.23,35200,633753174,633753174,2276628,2276628,64.67693182
35264,625357714,625357714,2261348,2261348,64.12624773,35264,948550078,948554481,3428704,3428704,97.22958258,35264,636033898,636033898,2280724,2280724,64.67570327
35328,627623158,627623158,2265444,2265444,64.12601902,35328,951984990,951989393,3434912,3434912,97.22916667,35328,638318718,638318718,2284820,2284820,64.67447917
35392,629892698,629892698,2269540,2269540,64.12579114,35392,955426110,955430513,3441120,3441120,97.22875226,35392,640607634,640607634,2288916,2288916,64.67325949
35456,632166334,632166334,2273636,2273636,64.12556408,35456,958873438,958877841,3447328,3447328,97.22833935,35456,642900646,642900646,2293012,2293012,64.67204422
35520,634444066,634444066,2277732,2277732,64.12533784,35520,962326974,962331377,3453536,3453536,97.22792793,35520,645197754,645197754,2297108,2297108,64.67083333
35584,636725894,636725894,2281828,2281828,64.12511241,35584,965786718,965791121,3459744,3459744,97.22751799,35584,647498958,647498958,2301204,2301204,64.6696268
35648,639011818,639011818,2285924,2285924,64.12488779,35648,969252670,969257073,3465952,3465952,97.22710952,35648,649804258,649804258,2305300,2305300,64.6684246
35712,641301838,641303204,2290020,2291386,64.12466398,35712,972724830,972729233,3472160,3472160,97.22670251,35712,652113654,652113654,2309396,2309396,64.6672267
35776,643595954,643597320,2294116,2294116,64.12444097,35776,976203198,976207601,3478368,3478368,97.22629696,35776,654427146,654427146,2313492,2313492,64.66603309
35840,645894166,645895532,2298212,2298212,64.12421875,35840,979687774,979692177,3484576,3484576,97.22589286,35840,656744734,656744734,2317588,2317588,64.66484375
35904,648196474,648197840,2302308,2302308,64.12399733,35904,983178558,983182961,3490784,3490784,97.2254902,35904,659066418,659066418,2321684,2321684,64.66365865
35968,650502878,650504244,2306404,2306404,64.12377669,35968,986675550,986681327,3496992,3498366,97.22508897,35968,661392198,661392198,2325780,2325780,64.66247776
36032,652813378,652814744,2310500,2310500,64.12355684,36032,990178750,990184527,3503200,3503200,97.22468917,36032,663722074,663722074,2329876,2329876,64.66130107
