uncomp,,,,,,comp,,,,,,sczcopy,,,,,
Packet size,cum_mcycles,cum_minstret,mcycles,minstret,cycle/byte,Packet size,cum_mcycles,cum_minstret,mcycles,minstret,cycle/byte,Packet size,cum_mcycles,cum_minstret,mcycles,minstret,cycle/byte
36096,655127974,655129340,2314596,2314596,64.12333777,36096,993688158,993693935,3509408,3509408,97.22429078,36096,666056046,666056046,2333972,2333972,64.66012855
36160,657446666,657448032,2318692,2318692,64.12311947,36160,997203774,997209551,3515616,3515616,97.22389381,36160,668395488,668394114,2339442,2338068,64.69695796
36224,659769454,659770820,2322788,2322788,64.12290194,36224,1000725598,1000731375,3521824,3521824,97.22349823,36224,670737652,670736278,2342164,2342164,64.65779594
36288,662096338,662097704,2326884,2326884,64.12268519,36288,1004253630,1004259407,3528032,3528032,97.22310406,36288,673083912,673082538,2346260,2346260,64.6566358
36352,664427318,664428684,2330980,2330980,64.12246919,36352,1007787870,1007793647,3534240,3534240,97.22271127,36352,675434268,675432894,2350356,2350356,64.65547975
36416,666762394,666763760,2335076,2335076,64.12225395,36416,1011328318,1011334095,3540448,3540448,97.22231986,36416,677788720,677787346,2354452,2354452,64.65432777
36480,669101566,669102932,2339172,2339172,64.12203947,36480,1014874974,1014880751,3546656,3546656,97.22192982,36480,680147268,680145894,2358548,2358548,64.65317982
36544,671444834,671446200,2343268,2343268,64.12182574,36544,1018427838,1018433615,3552864,3552864,97.22154116,36544,682509912,682508538,2362644,2362644,64.6520359
36608,673792198,673793564,2347364,2347364,64.12161276,36608,1021986910,1021992687,3559072,3559072,97.22115385,36608,684876652,684875278,2366740,2366740,64.65089598
36672,676143658,676145024,2351460,2351460,64.12140052,36672,1025552190,1025557967,3565280,3565280,97.22076789,36672,687247488,687246114,2370836,2370836,64.64976003
36736,678499214,678500580,2355556,2355556,64.12118902,36736,1029123678,1029129455,3571488,3571488,97.22038328,36736,689622420,689621046,2374932,2374932,64.64862805
36800,680858866,680860232,2359652,2359652,64.12097826,36800,1032701374,1032707151,3577696,3577696,97.22,36800,692001448,692000074,2379028,2379028,64.6475
36864,683222614,683223980,2363748,2363748,64.12076823,36864,1036285278,1036291055,3583904,3583904,97.21961806,36864,694384572,694383198,2383124,2383124,64.64637587
36928,685590458,685591824,2367844,2367844,64.12055893,36928,1039875390,1039881167,3590112,3590112,97.21923744,36928,696771792,696770418,2387220,2387220,64.64525563
36992,687962398,687963764,2371940,2371940,64.12035035,36992,1043471710,1043477487,3596320,3596320,97.21885813,36992,699163108,699161734,2391316,2391316,64.64413927
37056,690338434,690339800,2376036,2376036,64.12014249,37056,1047074238,1047080015,3602528,3602528,97.21848014,37056,701558520,701557146,2395412,2395412,64.64302677
37120,692718566,692719932,2380132,2380132,64.11993534,37120,1050682974,1050688751,3608736,3608736,97.21810345,37120,703958028,703956654,2399508,2399508,64.6419181
37184,695102794,695104160,2384228,2384228,64.11972892,37184,1054297918,1054303695,3614944,3614944,97.21772806,37184,706361632,706360258,2403604,2403604,64.64081325
37248,697491118,697492484,2388324,2388324,64.1195232,37248,1057919070,1057924847,3621152,3621152,97.21735395,37248,708769332,708767958,2407700,2407700,64.6397122
37312,699883538,699884904,2392420,2392420,64.11931818,37312,1061546430,1061552207,3627360,3627360,97.21698113,37312,711181128,711179754,2411796,2411796,64.63861492
37376,702280054,702281420,2396516,2396516,64.11911387,37376,1065179998,1065185775,3633568,3633568,97.21660959,37376,713597020,713595646,2415892,2415892,64.6375214
37440,704680666,704682032,2400612,2400612,64.11891026,37440,1068819774,1068825551,3639776,3639776,97.21623932,37440,716017008,716015634,2419988,2419988,64.63643162
37504,707085374,707086740,2404708,2404708,64.11870734,37504,1072465758,1072471535,3645984,3645984,97.21587031,37504,718441092,718439718,2424084,2424084,64.63534556
37568,709494178,709495544,2408804,2408804,64.11850511,37568,1076117950,1076123727,3652192,3652192,97.21550256,37568,720869272,720867898,2428180,2428180,64.6342632
37632,711907078,711908444,2412900,2412900,64.11830357,37632,1079776350,1079782127,3658400,3658400,97.21513605,37632,723301548,723300174,2432276,2432276,64.63318452
37696,714324074,714325440,2416996,2416996,64.11810272,37696,1083440958,1083446735,3664608,3664608,97.2147708,37696,725737920,725736546,2436372,2436372,64.63210951
37760,716745166,716746532,2421092,2421092,64.11790254,37760,1087111774,1087117551,3670816,3670816,97.21440678,37760,728178388,728177014,2440468,2440468,64.63103814
37824,719170354,719171720,2425188,2425188,64.11770305,37824,1090788798,1090794575,3677024,3677024,97.21404399,37824,730622952,730621578,2444564,2444564,64.62997039
37888,721599638,721601004,2429284,2429284,64.11750422,37888,1094472030,1094477807,3683232,3683232,97.21368243,37888,733071612,733070238,2448660,2448660,64.62890625
37952,724033018,724034384,2433380,2433380,64.11730607,37952,1098161470,1098167247,3689440,3689440,97.21332209,37952,735524368,735522994,2452756,2452756,64.6278457
38016,726470494,726471860,2437476,2437476,64.11710859,38016,1101857118,1101862895,3695648,3695648,97.21296296,38016,737981220,737979846,2456852,2456852,64.62678872
38080,728912066,728913432,2441572,2441572,64.11691176,38080,1105558974,1105564751,3701856,3701856,97.21260504,38080,740442168,740440794,2460948,2460948,64.62573529
38144,731357734,731359100,2445668,2445668,64.1167156,38144,1109267038,1109272815,3708064,3708064,97.21224832,38144,742907212,742905838,2465044,2465044,64.6246854
38208,733807498,733808864,2449764,2449764,64.1165201,38208,1112981310,1112987087,3714272,3714272,97.2118928,38208,745376352,745374978,2469140,2469140,64.62363903
38272,736261358,736262724,2453860,2453860,64.11632525,38272,1116701790,1116707567,3720480,3720480,97.21153846,38272,747849588,747848214,2473236,2473236,64.62259615
38336,738719314,738720680,2457956,2457956,64.11613105,38336,1120428478,1120434255,3726688,3726688,97.21118531,38336,750326920,750325546,2477332,2477332,64.62155676
38400,741181366,741182732,2462052,2462052,64.1159375,38400,1124161374,1124167151,3732896,3732896,97.21083333,38400,752808348,752806974,2481428,2481428,64.62052083
38464,743647514,743648880,2466148,2466148,64.11574459,38464,1127900478,1127906255,3739104,3739104,97.21048253,38464,755293872,755292498,2485524,2485524,64.61948835
38528,746117758,746119124,2470244,2470244,64.11555233,38528,1131645790,1131651567,3745312,3745312,97.21013289,38528,757783492,757782118,2489620,2489620,64.6184593
38592,748592098,748593464,2474340,2474340,64.1153607,38592,1135397310,1135403087,3751520,3751520,97.20978441,38592,760277208,760275834,2493716,2493716,64.61743367
38656,751070534,751071900,2478436,2478436,64.1151697,38656,1139155038,1139160815,3757728,3757728,97.20943709,38656,762775020,762773646,2497812,2497812,64.61641142
38720,753553066,753554432,2482532,2482532,64.11497934,38720,1142918974,1142924751,3763936,3763936,97.20909091,38720,765276928,765275554,2501908,2501908,64.61539256
38784,756039694,756041060,2486628,2486628,64.1147896,38784,1146689118,1146696269,3770144,3771518,97.20874587,38784,767782932,767781558,2506004,2506004,64.61437706
38848,758530418,758531784,2490724,2490724,64.11460049,38848,1150465470,1150472621,3776352,3776352,97.20840198,38848,770293032,770291658,2510100,2510100,64.61336491
38912,761025238,761026604,2494820,2494820,64.11441201,38912,1154248030,1154255181,3782560,3782560,97.20805921,38912,772807228,772805854,2514196,2514196,64.61235609
38976,763524154,763525520,2498916,2498916,64.11422414,38976,1158036798,1158043949,3788768,3788768,97.20771757,38976,775325520,775324146,2518292,2518292,64.61135057
39040,766027166,766028532,2503012,2503012,64.11403689,39040,1161831774,1161838925,3794976,3794976,97.20737705,39040,777847908,777846534,2522388,2522388,64.61034836
39104,768534274,768535640,2507108,2507108,64.11385025,39104,1165632958,1165640109,3801184,3801184,97.20703764,39104,780374392,780373018,2526484,2526484,64.60934943
39168,771045478,771046844,2511204,2511204,64.11366422,39168,1169440350,1169447501,3807392,3807392,97.20669935,39168,782904972,782903598,2530580,2530580,64.60835376
39232,773560778,773562144,2515300,2515300,64.11347879,39232,1173253950,1173261101,3813600,3813600,97.20636215,39232,785439648,785438274,2534676,2534676,64.60736134
39296,776080174,776081540,2519396,2519396,64.11329397,39296,1177073758,1177080909,3819808,3819808,97.20602606,39296,787978420,787977046,2538772,2538772,64.60637215
39360,778603666,778605032,2523492,2523492,64.11310976,39360,1180899774,1180906925,3826016,3826016,97.20569106,39360,790521288,790519914,2542868,2542868,64.60538618
39424,781131254,781132620,2527588,2527588,64.11292614,39424,1184731998,1184739149,3832224,3832224,97.20535714,39424,793068252,793066878,2546964,2546964,64.60440341
39488,783662938,783664304,2531684,2531684,64.11274311,39488,1188570430,1188577581,3838432,3838432,97.20502431,39488,795619312,795617938,2551060,2551060,64.60342382
39552,786198718,786200084,2535780,2535780,64.11256068,39552,1192415070,1192422221,3844640,3844640,97.20469256,39552,798174468,798173094,2555156,2555156,64.60244741
39616,788738594,788739960,2539876,2539876,64.11237884,39616,1196265918,1196273069,3850848,3850848,97.20436187,39616,800733720,800732346,2559252,2559252,64.60147415
39680,791282566,791283932,2543972,2543972,64.11219758,39680,1200122974,1200130125,3857056,3857056,97.20403226,39680,803297068,803295694,2563348,2563348,64.60050403
39744,793830634,793832000,2548068,2548068,64.11201691,39744,1203986238,1203993389,3863264,3863264,97.2037037,39744,805864512,805863138,2567444,2567444,64.59953704
39808,796382798,796384164,2552164,2552164,64.11183682,39808,1207855710,1207862861,3869472,3869472,97.20337621,39808,808436052,808434678,2571540,2571540,64.59857315
39872,798939058,798940424,2556260,2556260,64.1116573,39872,1211731390,1211738541,3875680,3875680,97.20304976,39872,811011688,811010314,2575636,2575636,64.59761236
39936,801499414,801500780,2560356,2560356,64.11147837,39936,1215613278,1215620429,3881888,3881888,97.20272436,39936,813591420,813590046,2579732,2579732,64.59665465
40000,804063866,804065232,2564452,2564452,64.1113,40000,1219501374,1219508525,3888096,3888096,97.2024,40000,816175248,816173874,2583828,2583828,64.5957
40064,806632414,806633780,2568548,2568548,64.1111222,40064,1223395678,1223402829,3894304,3894304,97.20207668,40064,818763172,818761798,2587924,2587924,64.5947484
40128,809205058,809206424,2572644,2572644,64.11094498,40128,1227296190,1227303341,3900512,3900512,97.20175439,40128,821355192,821353818,2592020,2592020,64.59379984
40192,811781798,811783164,2576740,2576740,64.11076831,40192,1231202910,1231210061,3906720,3906720,97.20143312,40192,823951308,823949934,2596116,2596116,64.5928543
40256,814362634,814364000,2580836,2580836,64.11059221,40256,1235115838,1235122989,3912928,3912928,97.20111288,40256,826551520,826550146,2600212,2600212,64.59191176
40320,816947566,816948932,2584932,2584932,64.11041667,40320,1239034974,1239042125,3919136,3919136,97.20079365,40320,829155828,829154454,2604308,2604308,64.59097222
40384,819536594,819537960,2589028,2589028,64.11024168,40384,1242960318,1242967469,3925344,3925344,97.20047544,40384,831764232,831762858,2608404,2608404,64.59003566
40448,822129718,822131084,2593124,2593124,64.11006725,40448,1246891870,1246899021,3931552,3931552,97.20015823,40448,834376732,834375358,2612500,2612500,64.58910206
40512,824726938,824728304,2597220,2597220,64.10989336,40512,1250829630,1250836781,3937760,3937760,97.19984202,40512,836993328,836991954,2616596,2616596,64.58817141
40576,827328254,827329620,2601316,2601316,64.10972003,40576,1254773598,1254780749,3943968,3943968,97.19952681,40576,839614020,839612646,2620692,2620692,64.58724369
40640,829933666,829935032,2605412,2605412,64.10954724,40640,1258723774,1258730925,3950176,3950176,97.1992126,40640,842238808,842237434,2624788,2624788,64.5863189
40704,832543174,832544540,2609508,2609508,64.109375,40704,1262680158,1262687309,3956384,3956384,97.19889937,40704,844867692,844866318,2628884,2628884,64.58539701
40768,835156778,835158144,2613604,2613604,64.1092033,40768,1266642750,1266649901,3962592,3962592,97.19858713,40768,847500672,847499298,2632980,2632980,64.58447802
40832,837774478,837775844,2617700,2617700,64.10903213,40832,1270611550,1270618701,3968800,3968800,97.19827586,40832,850137748,850136374,2637076,2637076,64.58356191
40896,840396274,840397640,2621796,2621796,64.1088615,40896,1274586558,1274593709,3975008,3975008,97.19796557,40896,852778920,852777546,2641172,2641172,64.58264867
40960,843022166,843023532,2625892,2625892,64.10869141,40960,1278567774,1278574925,3981216,3981216,97.19765625,40960,855424188,855422814,2645268,2645268,64.58173828
41024,845652154,845653520,2629988,2629988,64.10852184,41024,1282555198,1282562349,3987424,3987424,97.19734789,41024,858073552,858072178,2649364,2649364,64.58083073
41088,848286238,848287604,2634084,2634084,64.1083528,41088,1286548830,1286555981,3993632,3993632,97.1970405,41088,860727012,860725638,2653460,2653460,64.57992601
41152,850924418,850925784,2638180,2638180,64.10818429,41152,1290548670,1290555821,3999840,3999840,97.19673406,41152,863384568,863383194,2657556,2657556,64.57902411
41216,853566694,853568060,2642276,2642276,64.1080163,41216,1294554718,1294561869,4006048,4006048,97.19642857,41216,866046220,866044846,2661652,2661652,64.578125
41280,856213066,856214432,2646372,2646372,64.10784884,41280,1298566974,1298574125,4012256,4012256,97.19612403,41280,868711968,868710594,2665748,2665748,64.57722868
41344,858863534,858864900,2650468,2650468,64.10768189,41344,1302585438,1302592589,4018464,4018464,97.19582043,41344,871381812,871380438,2669844,2669844,64.57633514
41408,861518098,861519464,2654564,2654564,64.10751546,41408,1306610110,1306618635,4024672,4026046,97.19551777,41408,874055752,874054378,2673940,2673940,64.57544436
41472,864176758,864178124,2658660,2658660,64.10734954,41472,1310640990,1310649515,4030880,4030880,97.19521605,41472,876733788,876732414,2678036,2678036,64.57455633
41536,866839514,866840880,2662756,2662756,64.10718413,41536,1314678078,1314686603,4037088,4037088,97.19491525,41536,879415920,879414546,2682132,2682132,64.57367103
41600,869506366,869507732,2666852,2666852,64.10701923,41600,1318721374,1318729899,4043296,4043296,97.19461538,41600,882102148,882100774,2686228,2686228,64.57278846
41664,872178988,872178680,2672622,2670948,64.14703341,41664,1322770878,1322779403,4049504,4049504,97.19431644,41664,884792472,884791098,2690324,2690324,64.5719086
41728,874854032,874853724,2675044,2675044,64.10669095,41728,1326826590,1326835115,4055712,4055712,97.1940184,41728,887486892,887485518,2694420,2694420,64.57103144
41792,877533172,877532864,2679140,2679140,64.10652757,41792,1330888510,1330897035,4061920,4061920,97.19372129,41792,890185408,890184034,2698516,2698516,64.57015697
41856,880216408,880216100,2683236,2683236,64.10636468,41856,1334956638,1334965163,4068128,4068128,97.19342508,41856,892888020,892886646,2702612,2702612,64.56928517
41920,882903740,882903432,2687332,2687332,64.10620229,41920,1339030974,1339039499,4074336,4074336,97.19312977,41920,895594728,895594728,2706708,2708082,64.56841603
41984,885595168,885594860,2691428,2691428,64.1060404,41984,1343111518,1343120043,4080544,4080544,97.19283537,41984,898305532,898305532,2710804,2710804,64.56754954
42048,888290692,888290384,2695524,2695524,64.105879,42048,1347198270,1347206795,4086752,4086752,97.19254186,42048,901020432,901020432,2714900,2714900,64.56668569
42112,890990312,890990004,2699620,2699620,64.10571809,42112,1351291230,1351299755,4092960,4092960,97.19224924,42112,903739428,903739428,2718996,2718996,64.56582447
42176,893694028,893693720,2703716,2703716,64.10555766,42176,1355390398,1355398923,4099168,4099168,97.19195751,42176,906462520,906462520,2723092,2723092,64.56496586
42240,896401840,896401532,2707812,2707812,64.10539773,42240,1359495774,1359504299,4105376,4105376,97.19166667,42240,909189708,909189708,2727188,2727188,64.56410985
42304,899113748,899113440,2711908,2711908,64.10523828,42304,1363607358,1363615883,4111584,4111584,97.1913767,42304,911920992,911920992,2731284,2731284,64.56325643
42368,901829752,901829444,2716004,2716004,64.10507931,42368,1367725150,1367733675,4117792,4117792,97.19108761,42368,914656372,914656372,2735380,2735380,64.56240559
42432,904549852,904549544,2720100,2720100,64.10492081,42432,1371849150,1371857675,4124000,4124000,97.1907994,42432,917395848,917395848,2739476,2739476,64.56155732
42496,907274048,907273740,2724196,2724196,64.1047628,42496,1375979358,1375987883,4130208,4130208,97.19051205,42496,920139420,920139420,2743572,2743572,64.5607116
42560,910002340,910002032,2728292,2728292,64.10460526,42560,1380115774,1380124299,4136416,4136416,97.19022556,42560,922887088,922887088,2747668,2747668,64.55986842
42624,912734728,912734420,2732388,2732388,64.1044482,42624,1384258398,1384266923,4142624,4142624,97.18993994,42624,925638852,925638852,2751764,2751764,64.55902778
42688,915471212,915470904,2736484,2736484,64.1042916,42688,1388407230,1388415755,4148832,4148832,97.18965517,42688,928394712,928394712,2755860,2755860,64.55818966
42752,918211792,918211484,2740580,2740580,64.10413548,42752,1392562270,1392570795,4155040,4155040,97.18937126,42752,931154668,931154668,2759956,2759956,64.55735404
42816,920956468,920956160,2744676,2744676,64.10397982,42816,1396723518,1396732043,4161248,4161248,97.18908819,42816,933918720,933918720,2764052,2764052,64.55652093
42880,923705240,923704932,2748772,2748772,64.10382463,42880,1400890974,1400899499,4167456,4167456,97.18880597,42880,936686868,936686868,2768148,2768148,64.5556903
42944,926458108,926457800,2752868,2752868,64.1036699,42944,1405064638,1405073163,4173664,4173664,97.18852459,42944,939459112,939459112,2772244,2772244,64.55486215
43008,929215072,929214764,2756964,2756964,64.10351563,43008,1409244510,1409253035,4179872,4179872,97.18824405,43008,942235452,942235452,2776340,2776340,64.55403646
43072,931976132,931975824,2761060,2761060,64.10336181,43072,1413430590,1413439115,4186080,4186080,97.18796434,43072,945015888,945015888,2780436,2780436,64.55321322
43136,934741288,934740980,2765156,2765156,64.10320846,43136,1417622878,1417631403,4192288,4192288,97.18768546,43136,947800420,947800420,2784532,2784532,64.55239243
43200,937510540,937510232,2769252,2769252,64.10305556,43200,1421821374,1421829899,4198496,4198496,97.18740741,43200,950589048,950589048,2788628,2788628,64.55157407
43264,940283888,940283580,2773348,2773348,64.10290311,43264,1426026078,1426034603,4204704,4204704,97.18713018,43264,953381772,953381772,2792724,2792724,64.55075814
43328,943061332,943061024,2777444,2777444,64.10275111,43328,1430236990,1430245515,4210912,4210912,97.18685377,43328,956178592,956178592,2796820,2796820,64.54994461
43392,945842872,945842564,2781540,2781540,64.10259956,43392,1434454110,1434462635,4217120,4217120,97.18657817,43392,958979508,958979508,2800916,2800916,64.54913348
43456,948628508,948628200,2785636,2785636,64.10244845,43456,1438677438,1438685963,4223328,4223328,97.18630339,43456,961784520,961784520,2805012,2805012,64.54832474
43520,951418240,951417932,2789732,2789732,64.10229779,43520,1442906974,1442915499,4229536,4229536,97.18602941,43520,964593628,964593628,2809108,2809108,64.54751838
43584,954212068,954211760,2793828,2793828,64.10214758,43584,1447142718,1447151243,4235744,4235744,97.18575624,43584,967406832,967406832,2813204,2813204,64.54671439
43648,957009992,957009684,2797924,2797924,64.1019978,43648,1451384670,1451393195,4241952,4241952,97.18548387,43648,970224132,970224132,2817300,2817300,64.54591276
43712,959812012,959811704,2802020,2802020,64.10184846,43712,1455632830,1455641355,4248160,4248160,97.1852123,43712,973045528,973045528,2821396,2821396,64.54511347
43776,962618128,962617820,2806116,2806116,64.10169956,43776,1459887198,1459895723,4254368,4254368,97.18494152,43776,975871020,975871020,2825492,2825492,64.54431652
43840,965428340,965428032,2810212,2810212,64.10155109,43840,1464147774,1464156299,4260576,4260576,97.18467153,43840,978700608,978700608,2829588,2829588,64.5435219
43904,968242648,968242340,2814308,2814308,64.10140306,43904,1468415932,1468423083,4268158,4266784,97.21569789,43904,981534292,981534292,2833684,2833684,64.54272959
43968,971061052,971060744,2818404,2818404,64.10125546,43968,1472688924,1472696075,4272992,4272992,97.18413392,43968,984372072,984372072,2837780,2837780,64.54193959
44032,973883552,973883244,2822500,2822500,64.10110828,44032,1476968124,1476975275,4279200,4279200,97.18386628,44032,987213948,987213948,2841876,2841876,64.54115189
44096,976710148,976709840,2826596,2826596,64.10096154,44096,1481253532,1481260683,4285408,4285408,97.18359942,44096,990059920,990059920,2845972,2845972,64.54036647
44160,979540840,979540532,2830692,2830692,64.10081522,44160,1485545148,1485552299,4291616,4291616,97.18333333,44160,992909988,992909988,2850068,2850068,64.53958333
44224,982375628,982375320,2834788,2834788,64.10066932,44224,1489842972,1489850123,4297824,4297824,97.18306802,44224,995764152,995764152,2854164,2854164,64.53880246
44288,985214512,985214204,2838884,2838884,64.10052384,44288,1494147004,1494154155,4304032,4304032,97.18280347,44288,998622412,998622412,2858260,2858260,64.53802384
44352,988057492,988057184,2842980,2842980,64.10037879,44352,1498457244,1498464395,4310240,4310240,97.18253968,44352,1001484768,1001484768,2862356,2862356,64.53724747
44416,990904568,990904260,2847076,2847076,64.10023415,44416,1502773692,1502780843,4316448,4316448,97.18227666,44416,1004351220,1004351220,2866452,2866452,64.53647334
44480,993755740,993755432,2851172,2851172,64.10008993,44480,1507096348,1507103499,4322656,4322656,97.18201439,44480,1007221768,1007221768,2870548,2870548,64.53570144
44544,996611008,996610700,2855268,2855268,64.09994612,44544,1511425212,1511432363,4328864,4328864,97.18175287,44544,1010096412,1010096412,2874644,2874644,64.53493175
44608,999470372,999470064,2859364,2859364,64.09980273,44608,1515760284,1515767435,4335072,4335072,97.18149211,44608,1012975152,1012975152,2878740,2878740,64.53416428
44672,1002333832,1002333524,2863460,2863460,64.09965974,44672,1520101564,1520108715,4341280,4341280,97.18123209,44672,1015857988,1015857988,2882836,2882836,64.533399
44736,1005201388,1005201080,2867556,2867556,64.09951717,44736,1524449052,1524456203,4347488,4347488,97.18097282,44736,1018744920,1018744920,2886932,2886932,64.53263591
44800,1008073040,1008072732,2871652,2871652,64.099375,44800,1528802748,1528809899,4353696,4353696,97.18071429,44800,1021635948,1021635948,2891028,2891028,64.531875
44864,1010948788,1010948480,2875748,2875748,64.09923324,44864,1533162652,1533169803,4359904,4359904,97.18045649,44864,1024531072,1024531072,2895124,2895124,64.53111626
44928,1013828632,1013828324,2879844,2879844,64.09909188,44928,1537528764,1537535915,4366112,4366112,97.18019943,44928,1027430292,1027430292,2899220,2899220,64.53035969
44992,1016712572,1016712264,2883940,2883940,64.09895092,44992,1541901084,1541908235,4372320,4372320,97.1799431,44992,1030333608,1030333608,2903316,2903316,64.52960526
45056,1019600608,1019600300,2888036,2888036,64.09881037,45056,1546279612,1546286763,4378528,4378528,97.1796875,45056,1033241020,1033241020,2907412,2907412,64.52885298
45120,1022492740,1022492432,2892132,2892132,64.09867021,45120,1550664348,1550671499,4384736,4384736,97.17943262,45120,1036152528,1036152528,2911508,2911508,64.52810284
45184,1025388968,1025388660,2896228,2896228,64.09853045,45184,1555055292,1555062443,4390944,4390944,97.17917847,45184,1039068132,1039068132,2915604,2915604,64.52735482
45248,1028289292,1028288984,2900324,2900324,64.09839109,45248,1559452444,1559459595,4397152,4397152,97.17892504,45248,1041987832,1041987832,2919700,2919700,64.52660891
45312,1031193712,1031193404,2904420,2904420,64.09825212,45312,1563855804,1563862955,4403360,4403360,97.17867232,45312,1044911628,1044911628,2923796,2923796,64.52586511
45376,1034102228,1034101920,2908516,2908516,64.09811354,45376,1568265372,1568272523,4409568,4409568,97.17842031,45376,1047839520,1047839520,2927892,2927892,64.52512341
45440,1037014840,1037014532,2912612,2912612,64.09797535,45440,1572681148,1572688299,4415776,4415776,97.17816901,45440,1050771508,1050771508,2931988,2931988,64.5243838
45504,1039931548,1039931240,2916708,2916708,64.09783755,45504,1577103132,1577110283,4421984,4421984,97.17791842,45504,1053707592,1053707592,2936084,2936084,64.52364627
45568,1042852352,1042852044,2920804,2920804,64.09770014,45568,1581531324,1581538475,4428192,4428192,97.17766854,45568,1056647772,1056647772,2940180,2940180,64.52291081
45632,1045777252,1045776944,2924900,2924900,64.09756311,45632,1585965724,1585972875,4434400,4434400,97.17741935,45632,1059592048,1059592048,2944276,2944276,64.52217742
45696,1048706248,1048705940,2928996,2928996,64.09742647,45696,1590406332,1590413483,4440608,4440608,97.17717087,45696,1062540420,1062540420,2948372,2948372,64.52144608
45760,1051639340,1051639032,2933092,2933092,64.09729021,45760,1594853148,1594860299,4446816,4446816,97.17692308,45760,1065492888,1065492888,2952468,2952468,64.52071678
45824,1054576528,1054576220,2937188,2937188,64.09715433,45824,1599306172,1599313323,4453024,4453024,97.17667598,45824,1068449452,1068449452,2956564,2956564,64.51998953
45888,1057517812,1057517504,2941284,2941284,64.09701883,45888,1603765404,1603772555,4459232,4459232,97.17642957,45888,1071410112,1071410112,2960660,2960660,64.5192643
45952,1060463192,1060462884,2945380,2945380,64.0968837,45952,1608230844,1608237995,4465440,4465440,97.17618384,45952,1074374868,1074374868,2964756,2964756,64.51854109
46016,1063412668,1063412360,2949476,2949476,64.09674896,46016,1612702492,1612709643,4471648,4471648,97.1759388,46016,1077343720,1077343720,2968852,2968852,64.51781989
46080,1066366240,1066365932,2953572,2953572,64.09661458,46080,1617180348,1617187499,4477856,4477856,97.17569444,46080,1080316668,1080316668,2972948,2972948,64.51710069
46144,1069323908,1069323600,2957668,2957668,64.09648058,46144,1621664412,1621671563,4484064,4484064,97.17545076,46144,1083293712,1083293712,2977044,2977044,64.5163835
46208,1072285672,1072285364,2961764,2961764,64.09634695,46208,1626156339,1626161835,4491927,4490272,97.21102407,46208,1086274852,1086274852,2981140,2981140,64.51566828
46272,1075251532,1075251224,2965860,2965860,64.09621369,46272,1630652819,1630658315,4496480,4496480,97.17496542,46272,1089260088,1089260088,2985236,2985236,64.51495505
46336,1078221488,1078221180,2969956,2969956,64.0960808,46336,1635155507,1635161003,4502688,4502688,97.17472376,46336,1092249420,1092249420,2989332,2989332,64.51424378
46400,1081195540,1081195232,2974052,2974052,64.09594828,46400,1639664403,1639669899,4508896,4508896,97.17448276,46400,1095242848,1095242848,2993428,2993428,64.51353448
46464,1084173688,1084173380,2978148,2978148,64.09581612,46464,1644179507,1644185003,4515104,4515104,97.17424242,46464,1098240372,1098240372,2997524,2997524,64.51282713
46528,1087155932,1087155624,2982244,2982244,64.09568432,46528,1648700819,1648706315,4521312,4521312,97.17400275,46528,1101241992,1101241992,3001620,3001620,64.51212173
46592,1090142272,1090141964,2986340,2986340,64.09555288,46592,1653228339,1653233835,4527520,4527520,97.17376374,46592,1104247708,1104247708,3005716,3005716,64.51141827
46656,1093132708,1093132400,2990436,2990436,64.09542181,46656,1657762067,1657767563,4533728,4533728,97.17352538,46656,1107257520,1107257520,3009812,3009812,64.51071674
46720,1096127240,1096126932,2994532,2994532,64.0952911,46720,1662302003,1662307499,4539936,4539936,97.17328767,46720,1110271428,1110271428,3013908,3013908,64.51001712
46784,1099125868,1099125560,2998628,2998628,64.09516074,46784,1666848147,1666853643,4546144,4546144,97.17305062,46784,1113289432,1113289432,3018004,3018004,64.50931943
46848,1102129958,1102128284,3004090,3002724,64.12418887,46848,1671400499,1671405995,4552352,4552352,97.17281421,46848,1116311532,1116311532,3022100,3022100,64.50862363
46912,1105136778,1105135104,3006820,3006820,64.09490109,46912,1675959059,1675964555,4558560,4558560,97.17257844,46912,1119337728,1119337728,3026196,3026196,64.50792974
46976,1108147694,1108146020,3010916,3010916,64.0947718,46976,1680523827,1680529323,4564768,4564768,97.17234332,46976,1122368020,1122368020,3030292,3030292,64.50723774
47040,1111162706,1111161032,3015012,3015012,64.09464286,47040,1685094803,1685100299,4570976,4570976,97.17210884,47040,1125404063,1125402408,3036043,3034388,64.54173044
47104,1114181814,1114180140,3019108,3019108,64.09451427,47104,1689671987,1689677483,4577184,4577184,97.171875,47104,1128442547,1128440892,3038484,3038484,64.50585938
47168,1117205018,1117203344,3023204,3023204,64.09438602,47168,1694255379,1694260875,4583392,4583392,97.17164179,47168,1131485127,1131483472,3042580,3042580,64.505173
47232,1120232318,1120230644,3027300,3027300,64.09425813,47232,1698844979,1698850475,4589600,4589600,97.17140921,47232,1134531803,1134530148,3046676,3046676,64.50448848
47296,1123263714,1123262040,3031396,3031396,64.09413058,47296,1703440787,1703446283,4595808,4595808,97.17117727,47296,1137582575,1137580920,3050772,3050772,64.50380582
47360,1126299206,1126297532,3035492,3035492,64.09400338,47360,1708042803,1708048299,4602016,4602016,97.17094595,47360,1140637443,1140635788,3054868,3054868,64.503125
